"Distance [mm]","bx []"
13.200132,0.801526992682624
13.2401324,0.802930142829073
13.2801328,0.804333292975522
13.3201332,0.805736443121971
13.3601336,0.805560229781619
13.400134,0.806606815780425
13.4401344,0.807653401779231
13.4801348,0.808699987778037
13.5201352,0.809746573776842
13.5601356,0.810793159775648
13.600136,0.811839745774454
13.6401364,0.812886331773259
13.6801368,0.813932917772065
13.7201372,0.809166716257017
13.7601376,0.809869423999072
13.800138,0.810572131741128
13.8401384,0.811274839483183
13.8801388,0.811977547225238
13.9201392,0.812680254967294
13.9601396,0.813382962709349
14.00014,0.814085670451404
14.0401404,0.80888437153371
14.0801408,0.807528793478117
14.1201412,0.806173215422523
14.1601416,0.804817637366929
14.200142,0.803462059311335
14.2401424,0.802106481255742
14.2801428,0.800750903200148
14.3201432,0.799395325144554
14.3601436,0.797252553420739
14.400144,0.794126991540327
14.4401444,0.791001429659915
14.4801448,0.787875867779503
14.5201452,0.784750305899091
14.5601456,0.781624744018679
14.600146,0.778499182138267
14.6401464,0.775373620257855
14.6801468,0.766490596536771
14.7201472,0.758675634678165
14.7601476,0.750860672819559
14.800148,0.743045710960953
14.8401484,0.735230749102346
14.8801488,0.727415787243741
14.9201492,0.719600825385134
14.9601496,0.711785863526529
15.00015,0.703970901667922
15.0401504,0.707930654287352
15.0801508,0.695900529623045
15.1201512,0.683870404958738
15.1601516,0.671840280294432
15.200152,0.659810155630124
15.2401524,0.647780030965817
15.2801528,0.63574990630151
15.3201532,0.623719781637204
15.3601536,0.611689656972897
15.400154,0.59965953230859
15.4401544,0.587629407644283
15.4801548,0.575599282979976
15.5201552,0.56356915831567
15.5601556,0.551539033651361
15.600156,0.539508908987055
15.6401564,0.545934972167014
15.6801568,0.535847911238669
15.7201572,0.525760850310324
15.7601576,0.515673789381979
15.800158,0.505586728453635
15.8401584,0.495499667525291
15.8801588,0.485412606596945
15.9201592,0.4753255456686
15.9601596,0.465238484740256
16.00016,0.455151423811912
16.0401604,0.445064362883567
16.0801608,0.434977301955221
16.1201612,0.424890241026877
16.1601616,0.414803180098533
16.200162,0.404716119170188
16.2401624,0.394629058241843
16.2801628,0.396416564285755
16.3201632,0.388978953659534
16.3601636,0.381541343033313
16.400164,0.374103732407093
16.4401644,0.366666121780872
16.4801648,0.359228511154651
16.5201652,0.35179090052843
16.5601656,0.34435328990221
16.600166,0.339627243578434
16.6401664,0.333169056475162
16.6801668,0.326710869371891
16.7201672,0.320252682268619
16.7601676,0.313794495165348
16.800168,0.307336308062076
16.8401684,0.300878120958805
16.8801688,0.295429646968841
16.9201692,0.289880216121674
16.9601696,0.284330785274505
17.00017,0.278781354427337
17.0401704,0.273231923580169
17.0801708,0.267682492733002
17.1201712,0.262133061885833
17.1601716,0.256583631038666
17.200172,0.250701338052749
17.2401724,0.245920187234879
17.2801728,0.241139036417007
17.3201732,0.236357885599136
17.3601736,0.231576734781265
17.400174,0.226795583963394
17.4401744,0.222014433145523
17.4801748,0.217233282327652
17.5201752,0.212167894095183
17.5601756,0.207997881621121
17.600176,0.203827869147062
17.6401764,0.199657856673002
17.6801768,0.195487844198942
17.7201772,0.191317831724882
17.7601776,0.187147819250821
17.800178,0.182977806776762
17.8401784,0.17830518707633
17.8801788,0.174376478046179
17.9201792,0.170447769016027
17.9601796,0.166519059985876
18.00018,0.162590350955724
18.0401804,0.158661641925573
18.0801808,0.154732932895422
18.1201812,0.15080422386527
18.1601816,0.146966169774545
18.200182,0.143385551869882
18.2401824,0.139804933965218
18.2801828,0.136224316060554
18.3201832,0.132643698155891
18.3601836,0.129063080251228
18.400184,0.125482462346564
18.4401844,0.121724423766136
18.4801848,0.118383654952049
18.5201852,0.115042886137963
18.5601856,0.111702117323875
18.600186,0.108361348509788
18.6401864,0.105020579695701
18.6801868,0.101679810881615
18.7201872,0.0983390420675278
18.7601876,0.0938798379153014
18.800188,0.0908234547823669
18.8401884,0.087767071649432
18.8801888,0.0847106885164981
18.9201892,0.0816543053835626
18.9601896,0.0785979222506281
19.00019,0.0755415391176937
19.0401904,0.0724851559847592
19.0801908,0.0694287728518248
19.1201912,0.0663723897188903
19.1601916,0.0633160065859559
19.200192,0.060259623453021
19.2401924,0.057203240320087
19.2801928,0.0541468571871515
19.3201932,0.0510904740542171
19.3601936,0.0480340909212826
19.400194,0.0439985218780237
19.4401944,0.0410934473682972
19.4801948,0.0381883728585703
19.5201952,0.0352832983488444
19.5601956,0.0323782238391175
19.600196,0.0294731493293911
19.6401964,0.0265680748196642
19.6801968,0.0236630003099378
19.7201972,0.0207579258002114
19.7601976,0.0178528512904849
19.800198,0.0149477767807585
19.8401984,0.0120427022710316
19.8801988,0.00913762776130571
19.9201992,0.0062325532515788
19.9601996,0.00332747874185188
20.0002,0.000422404232125473
20.0402004,-0.00320138487742996
20.0802008,-0.00611102565560034
20.1202012,-0.00902066643377123
20.1602016,-0.0119303072119411
20.200202,-0.014839947990112
20.2402024,-0.0177495887682824
20.2802028,-0.0206592295464528
20.3202032,-0.0235688703246236
20.3602036,-0.026478511102794
20.400204,-0.0293881518809644
20.4402044,-0.0328128444962183
20.4802048,-0.035744253080337
20.5202052,-0.0386756616644548
20.5602056,-0.0416070702485736
20.600206,-0.0445384788326918
20.6402064,-0.0474698874168101
20.6802068,-0.0504012960009288
20.7202072,-0.0533327045850471
20.7602076,-0.0562641131691658
20.800208,-0.0591955217532836
20.8402084,-0.0632495000958053
20.8802088,-0.0663241699337566
20.9202092,-0.0693988397717078
20.9602096,-0.0724735096096591
21.00021,-0.0755481794476109
21.0402104,-0.0786228492855622
21.0802108,-0.0816975191235134
21.1202112,-0.0847721889614652
21.1602116,-0.087846858799416
21.200212,-0.0909215286373678
21.2402124,-0.093996198475319
21.2802128,-0.0982298038900626
21.3202132,-0.101614787429644
21.3602136,-0.104999770969225
21.400214,-0.108384754508807
21.4402144,-0.111769738048387
21.4802148,-0.115154721587969
21.5202152,-0.11853970512755
21.5602156,-0.121924688667131
21.600216,-0.125309672206712
21.6402164,-0.128694655746293
21.6802168,-0.132344433665246
21.7202172,-0.136102190613718
21.7602176,-0.13985994756219
21.800218,-0.143617704510661
21.8402184,-0.147375461459133
21.8802188,-0.151133218407604
21.9202192,-0.154890975356075
21.9602196,-0.158648732304547
22.00022,-0.162406489253018
22.0402204,-0.166164246201491
22.0802208,-0.169922003149961
22.1202212,-0.174864242225863
22.1602216,-0.179004750400758
22.200222,-0.183145258575654
22.2402224,-0.18728576675055
22.2802228,-0.191426274925446
22.3202232,-0.195566783100341
22.3602236,-0.199707291275237
22.400224,-0.203847799450135
22.4402244,-0.20798830762503
22.4802248,-0.212128815799926
22.5202252,-0.217129431664974
22.5602256,-0.221914850175411
22.600226,-0.226700268685847
22.6402264,-0.231485687196284
22.6802268,-0.23627110570672
22.7202272,-0.241056524217157
22.7602276,-0.245841942727594
22.800228,-0.25062736123803
22.8402284,-0.255412779748467
22.8802288,-0.260198198258903
22.9202292,-0.266296121478125
22.9602296,-0.272077211737677
23.00023,-0.277858301997231
23.0402304,-0.283639392256784
23.0802308,-0.289420482516337
23.1202312,-0.295201572775891
23.1602316,-0.300982663035444
23.200232,-0.306763753294998
23.2402324,-0.31254484355455
23.2802328,-0.318325933814103
23.3202332,-0.324107024073656
23.3602336,-0.330728116631452
23.400234,-0.337911143898907
23.4402344,-0.345094171166363
23.4802348,-0.352277198433818
23.5202352,-0.359460225701273
23.5602356,-0.36664325296873
23.600236,-0.373826280236184
23.6402364,-0.38100930750364
23.6802368,-0.388192334771095
23.7202372,-0.39537536203855
23.7602376,-0.40121321864429
23.800238,-0.410335572436481
23.8402384,-0.419457926228671
23.8802388,-0.428580280020859
23.9202392,-0.43770263381305
23.9602396,-0.446824987605239
24.00024,-0.455947341397428
24.0402404,-0.465069695189617
24.0802408,-0.474192048981806
24.1202412,-0.483314402773996
24.1602416,-0.492436756566186
24.200242,-0.497094541788095
24.2402424,-0.508354455232614
24.2802428,-0.519614368677136
24.3202432,-0.530874282121657
24.3602436,-0.542134195566178
24.400244,-0.553394109010698
24.4402444,-0.564654022455219
24.4802448,-0.575913935899744
24.5202452,-0.587173849344262
24.5602456,-0.598433762788785
24.600246,-0.60431458055974
24.6402464,-0.616831198334701
24.6802468,-0.629347816109663
24.7202472,-0.641864433884624
24.7602476,-0.654381051659586
24.800248,-0.666897669434548
24.8402484,-0.679414287209514
24.8802488,-0.691930904984474
24.9202492,-0.704447522759437
24.9602496,-0.716964140534399
25.00025,-0.729480758309361
25.0402504,-0.714584114531384
25.0802508,-0.72104339588127
25.1202512,-0.727502677231158
25.1602516,-0.733961958581043
25.200252,-0.740421239930931
25.2402524,-0.746880521280818
25.2802528,-0.753339802630704
25.3202532,-0.75979908398059
25.3602536,-0.766258365330476
25.400254,-0.772717646680362
25.4402544,-0.779176928030249
25.4802548,-0.785636209380136
25.5202552,-0.792095490730021
25.5602556,-0.79855477207991
25.600256,-0.805014053429796
25.6402564,-0.803992086656638
25.6802568,-0.804510509091226
25.7202572,-0.805028931525813
25.7602576,-0.805547353960401
25.800258,-0.806065776394988
25.8402584,-0.806584198829576
25.8802588,-0.807102621264164
25.9202592,-0.807621043698752
25.9602596,-0.808139466133339
26.00026,-0.808657888567927
26.0402604,-0.809176311002514
26.0802608,-0.809694733437102
26.1202612,-0.81021315587169
26.1602616,-0.810731578306277
26.200262,-0.811250000740865
26.2402624,-0.814582989625813
26.2802628,-0.81365223260675
26.3202632,-0.812721475587687
26.3602636,-0.811790718568624
26.400264,-0.810859961549561
26.4402644,-0.809929204530498
26.4802648,-0.808998447511435
26.5202652,-0.808067690492372
26.5602656,-0.808486974798219
26.600266,-0.807118271596999
26.6402664,-0.805749568395779
26.6802668,-0.804380865194559
26.7202672,-0.803012161993339
26.7602676,-0.801643458792119
26.800268,-0.800274755590899
26.8402684,-0.79890605238968
26.8802688,-0.802920712377515
26.9202692,-0.801522391973288
26.9602696,-0.800124071569062
27.00027,-0.798725751164836
27.0402704,-0.79732743076061
27.0802708,-0.795929110356384
27.1202712,-0.794530789952158
27.1602716,-0.793150578410635
27.200272,-0.79181440557993
27.2402724,-0.790478232749225
27.2802728,-0.78914205991852
27.3202732,-0.787805887087815
27.3602736,-0.78646971425711
27.400274,-0.785133541426405
27.4402744,-0.7837973685957
27.4802748,-0.785749071844445
27.5202752,-0.7846290196283
27.5602756,-0.783508967412154
27.600276,-0.782388915196009
27.6402764,-0.781268862979863
27.6802768,-0.780148810763718
27.7202772,-0.779028758547572
27.7602776,-0.777908706331427
27.800278,-0.776788654115281
27.8402784,-0.775668601899136
27.8802788,-0.77454854968299
27.9202792,-0.773428497466845
27.9602796,-0.772308445250699
28.00028,-0.771188393034553
28.0402804,-0.770068340818408
28.0802808,-0.771028820988993
28.1202812,-0.770112144279556
28.1602816,-0.769195467570119
28.200282,-0.768278790860682
28.2402824,-0.767362114151245
28.2802828,-0.766445437441807
28.3202832,-0.76552876073237
28.3602836,-0.764612084022933
28.400284,-0.764700730084959
28.4402844,-0.763987435930619
28.4802848,-0.763274141776279
28.5202852,-0.76256084762194
28.5602856,-0.7618475534676
28.600286,-0.761134259313261
28.6402864,-0.76042096515892
28.6802868,-0.75970767100458
28.7202872,-0.759343984039118
28.7602876,-0.7588386235286
28.800288,-0.758333263018082
28.8402884,-0.757827902507564
28.8802888,-0.757322541997045
28.9202892,-0.756817181486527
28.9602896,-0.756311820976009
29.00029,-0.755806460465491
29.0402904,-0.755301099954973
29.0802908,-0.754802433116668
29.1202912,-0.75441331684606
29.1602916,-0.754024200575452
29.200292,-0.753635084304843
29.2402924,-0.753245968034236
29.2802928,-0.752856851763627
29.3202932,-0.752467735493019
29.3602936,-0.752078619222411
29.400294,-0.751689502951803
29.4402944,-0.751300386681195
29.4802948,-0.751867244673326
29.5202952,-0.751710711236629
29.5602956,-0.751554177799932
29.600296,-0.751397644363235
29.6402964,-0.751241110926538
29.6802968,-0.751084577489841
29.7202972,-0.750928044053143
29.7602976,-0.750771510616446
29.800298,-0.750614977179749
29.8402984,-0.750458443743052
29.8802988,-0.750652482327773
29.9202992,-0.750727399475897
29.9602996,-0.750802316624021
30.0003,-0.750877233772145
30.0403004,-0.750952150920269
30.0803008,-0.751027068068393
30.1203012,-0.751101985216517
30.1603016,-0.75117690236464
30.200302,-0.751251819512764
30.2403024,-0.751326736660888
30.2803028,-0.751256837616881
30.3203032,-0.751525935483945
30.3603036,-0.75179503335101
30.400304,-0.752064131218074
30.4403044,-0.752333229085139
30.4803048,-0.752602326952204
30.5203052,-0.752871424819268
30.5603056,-0.753140522686333
30.600306,-0.753409620553398
30.6403064,-0.753678718420462
30.6803068,-0.753469768661598
30.7203072,-0.754021551384807
30.7603076,-0.754573334108017
30.800308,-0.755125116831227
30.8403084,-0.755676899554436
30.8803088,-0.756228682277646
30.9203092,-0.756780465000855
30.9603096,-0.757332247724065
31.00031,-0.757884030447274
31.0403104,-0.758435813170484
31.0803108,-0.75796700275911
31.1203112,-0.758694661507638
31.1603116,-0.759422320256166
31.200312,-0.760149979004694
31.2403124,-0.760877637753222
31.2803128,-0.76160529650175
31.3203132,-0.762332955250278
31.3603136,-0.763060613998806
31.400314,-0.763788272747334
31.4403144,-0.764515931495863
31.4803148,-0.765326743040318
31.5203152,-0.766154039708769
31.5603156,-0.76698133637722
31.600316,-0.767808633045671
31.6403164,-0.768635929714122
31.6803168,-0.769463226382573
31.7203172,-0.770290523051024
31.7603176,-0.771117819719475
31.800318,-0.771945116387926
31.8403184,-0.772772413056377
31.8803188,-0.772595894698952
31.9203192,-0.773691911818104
31.9603196,-0.774787928937257
32.00032,-0.775883946056409
32.0403204,-0.776979963175561
32.0803208,-0.778075980294713
32.1203212,-0.779171997413865
32.1603216,-0.780268014533018
32.200322,-0.78136403165217
32.2403224,-0.782470357252754
32.2803228,-0.783676579950003
32.3203232,-0.784882802647252
32.3603236,-0.7860890253445
32.400324,-0.78729524804175
32.4403244,-0.788501470738999
32.4803248,-0.789707693436248
32.5203252,-0.790913916133496
32.5603256,-0.792120138830745
32.600326,-0.793326361527994
32.6403264,-0.792156024239692
32.6803268,-0.793488304002298
32.7203272,-0.794820583764904
32.7603276,-0.79615286352751
32.800328,-0.797485143290116
32.8403284,-0.798817423052722
32.8803288,-0.800149702815328
32.9203292,-0.801481982577934
32.9603296,-0.80281426234054
33.00033,-0.804146542103146
33.0403304,-0.805481216760088
33.0803308,-0.806820290017235
33.1203312,-0.808159363274381
33.1603316,-0.809498436531527
33.200332,-0.810837509788673
33.2403324,-0.812176583045819
33.2803328,-0.813515656302965
33.3203332,-0.814854729560111
33.3603336,-0.816193802817258
33.400334,-0.817532876074403
33.4403344,-0.81465884261367
33.4803348,-0.815430281660346
33.5203352,-0.816201720707021
33.5603356,-0.816973159753698
33.600336,-0.817744598800374
33.6403364,-0.81851603784705
33.6803368,-0.819287476893726
33.7203372,-0.820058915940402
33.7603376,-0.820830354987078
33.800338,-0.821601794033754
33.8403384,-0.822050579771434
33.8803388,-0.822294390742154
33.9203392,-0.822538201712874
33.9603396,-0.822782012683595
34.00034,-0.823025823654315
34.0403404,-0.823269634625036
34.0803408,-0.823513445595756
34.1203412,-0.823757256566477
34.1603416,-0.824001067537198
34.200342,-0.824244878507918
34.2403424,-0.819220045054307
34.2803428,-0.815646666926162
34.3203432,-0.812073288798017
34.3603436,-0.808499910669872
34.400344,-0.804926532541727
34.4403444,-0.801353154413582
34.4803448,-0.797779776285437
34.5203452,-0.794206398157292
34.5603456,-0.790633020029146
34.600346,-0.787059641901
34.6403464,-0.78112732482923
34.6803468,-0.774844097212272
34.7203472,-0.768560869595313
34.7603476,-0.762277641978355
34.800348,-0.755994414361397
34.8403484,-0.749711186744438
34.8803488,-0.743427959127479
34.9203492,-0.73714473151052
34.9603496,-0.730861503893562
35.00035,-0.724578276276604
35.0403504,-0.722078394144773
35.0803508,-0.710103701800108
35.1203512,-0.698129009455443
35.1603516,-0.686154317110778
35.200352,-0.67417962476611
35.2403524,-0.662204932421446
35.2803528,-0.650230240076778
35.3203532,-0.638255547732113
35.3603536,-0.626280855387448
35.400354,-0.614306163042783
35.4403544,-0.602331470698118
35.4803548,-0.590356778353451
35.5203552,-0.578382086008786
35.5603556,-0.566407393664121
35.600356,-0.554432701319456
35.6403564,-0.558807030320149
35.6803568,-0.549003258347494
35.7203572,-0.539199486374838
35.7603576,-0.529395714402182
35.800358,-0.519591942429526
35.8403584,-0.509788170456868
35.8803588,-0.499984398484213
35.9203592,-0.490180626511557
35.9603596,-0.480376854538899
36.00036,-0.470573082566243
36.0403604,-0.460769310593588
36.0803608,-0.450965538620932
36.1203612,-0.441161766648274
36.1603616,-0.431357994675618
36.200362,-0.421554222702963
36.2403624,-0.411750450730307
36.2803628,-0.41051511466503
36.3203632,-0.403706833720205
36.3603636,-0.396898552775381
36.400364,-0.390090271830557
36.4403644,-0.383281990885733
36.4803648,-0.376473709940908
36.5203652,-0.369665428996084
36.5603656,-0.36285714805126
36.600366,-0.356048867106437
36.6403664,-0.349240586161613
36.6803668,-0.342432305216788
36.7203672,-0.335624024271964
36.7603676,-0.328815743327139
36.800368,-0.322007462382315
36.8403684,-0.315199181437491
36.8803688,-0.310063965618609
36.9203692,-0.305084355175494
36.9603696,-0.300104744732379
37.00037,-0.295125134289263
37.0403704,-0.290145523846148
37.0803708,-0.285165913403033
37.1203712,-0.280186302959917
37.1603716,-0.275206692516802
37.200372,-0.270227082073687
37.2403724,-0.265247471630572
37.2803728,-0.260267861187457
37.3203732,-0.255288250744342
37.3603736,-0.250308640301226
37.400374,-0.245329029858111
37.4403744,-0.240349419414995
37.4803748,-0.235369808971881
37.5203752,-0.230691818520436
37.5603756,-0.226781575009236
37.600376,-0.222871331498037
37.6403764,-0.218961087986836
37.6803768,-0.215050844475636
37.7203772,-0.211140600964435
37.7603776,-0.207230357453235
37.800378,-0.203320113942035
37.8403784,-0.199409870430835
37.8803788,-0.195499626919636
37.9203792,-0.191589383408435
37.9603796,-0.187679139897235
38.00038,-0.183768896386035
38.0403804,-0.179858652874835
38.0803808,-0.175948409363635
38.1203812,-0.172038165852435
38.1603816,-0.167925365269176
38.200382,-0.164652951061718
38.2403824,-0.16138053685426
38.2803828,-0.158108122646801
38.3203832,-0.154835708439343
38.3603836,-0.151563294231885
38.400384,-0.148290880024426
38.4403844,-0.145018465816968
38.4803848,-0.14174605160951
38.5203852,-0.138473637402051
38.5603856,-0.135201223194593
38.600386,-0.131928808987134
38.6403864,-0.128656394779676
38.6803868,-0.125383980572218
38.7203872,-0.12211156636476
38.7603876,-0.118007964454591
38.800388,-0.115104890428483
